frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
349,22,22,22,19.358,0.026,25.207,3.731,28.942,34.552
350,22,22,22,19.191,0.027,28.693,3.697,32.393,30.87
351,22,22,22,18.584,0.027,30.537,3.489,34.031,29.385
352,21,21,21,18.369,0.03,29.172,3.619,32.796,30.492
353,21,21,21,18.354,0.032,29.47,3.681,33.155,30.161
354,21,21,21,18.772,0.03,29.554,3.747,33.306,30.025
355,22,22,22,18.272,0.029,26.446,3.84,30.29,33.014
356,22,22,22,18.307,0.026,26.725,3.613,30.342,32.958
357,23,23,23,18.708,0.029,27.574,3.865,31.442,31.804
358,23,23,23,18.627,0.029,25.675,3.907,29.586,33.799
359,23,23,23,18.35,0.028,25.948,3.934,29.886,33.461
360,21,21,21,18.888,0.027,26.001,3.593,29.597,33.787
361,20,20,20,19.61,0.03,26.089,3.545,29.638,33.741
362,20,20,20,19.293,0.029,25.864,3.502,29.37,34.048
363,18,18,18,18.669,0.029,25.459,3.105,28.568,35.004
364,19,19,19,19.14,0.029,26.777,3.065,29.846,33.505
365,20,20,20,19.114,0.042,29.086,3.35,32.44,30.826
366,20,20,20,19.354,0.027,24.831,3.4,28.235,35.417
367,21,21,21,19.083,0.026,26.54,3.631,30.175,33.14
368,20,20,20,18.445,0.027,25.65,3.292,28.946,34.547
369,21,21,21,19.548,0.024,25.409,3.407,28.82,34.698
370,22,22,22,18.322,0.027,25.57,3.816,29.391,34.025
371,25,25,25,18.536,0.025,25.989,4.166,30.159,33.158
372,23,23,23,18.639,0.027,25.137,3.7,28.842,34.672
373,20,20,20,18.278,0.026,25.144,3.332,28.48,35.112
374,20,20,20,18.617,0.028,24.979,3.528,28.512,35.073
375,22,22,22,19.611,0.026,25.08,3.779,28.863,34.646
376,22,22,22,18.997,0.028,28.121,3.662,31.787,31.46
377,22,22,22,18.531,0.027,29.434,3.834,33.272,30.055
378,24,24,24,18.591,0.028,30.43,3.739,34.174,29.262
379,25,25,25,18.436,0.03,26.826,3.835,30.666,32.61
380,22,22,22,18.494,0.038,31.586,4.745,36.335,27.521
381,23,23,23,19.595,0.037,31.255,3.898,35.158,28.443
382,27,27,27,18.274,0.038,32.842,4.288,37.136,26.928
383,26,26,26,18.227,0.036,34.038,4.042,38.085,26.257
384,26,26,26,19.111,0.043,39.993,4.327,44.324,22.561
385,27,27,27,18.475,0.037,30.844,4.553,35.4,28.248
386,28,28,28,21.056,0.029,30.124,4.627,34.754,28.773
387,26,26,26,21.534,0.028,26.101,4.237,30.341,32.959
388,26,26,26,18.783,0.025,219.029,4.147,223.179,4.481
389,27,27,27,20.582,0.031,28.041,4.204,32.249,31.009
390,24,24,24,18.863,0.029,26.502,3.895,30.401,32.894
391,26,26,26,18.524,0.027,26.879,4.414,31.297,31.952
392,27,27,27,18.701,0.032,31.736,4.365,36.106,27.697
393,28,28,28,210.285,0.037,31.973,4.692,36.67,27.27
394,26,26,26,19.527,0.039,29.888,4.373,34.265,29.184
395,26,26,26,19.176,0.036,29.773,4.533,34.31,29.146
396,25,25,25,19.291,0.032,29.447,4.247,33.699,29.675
397,26,26,26,18.733,0.026,30.917,4.45,35.37,28.272
398,25,25,25,18.598,0.03,27.456,3.973,31.433,31.814
399,26,26,26,19.143,0.03,26.576,4.4,30.98,32.279
400,30,30,30,18.601,0.027,27.381,5.008,32.393,30.871
401,26,26,26,18.89,0.031,30.122,3.975,34.1,29.325
402,27,27,27,18.925,0.032,28.549,4.332,32.885,30.409
403,24,24,24,19.047,0.031,26.288,3.836,30.128,33.192
404,24,24,24,19.195,0.027,27.016,3.69,30.71,32.563
405,28,28,28,18.757,0.027,27.079,4.443,31.526,31.72
406,26,26,26,20.92,0.028,26.498,4.241,30.743,32.528
407,26,26,26,20.591,0.028,26.067,4.181,30.251,33.057
408,26,26,26,18.696,0.027,28.065,4.338,32.407,30.858
409,26,26,26,19.457,0.027,26.036,4.323,30.362,32.935
410,25,25,25,19.206,0.026,26.382,4.122,30.52,32.766
411,25,25,25,18.909,0.026,26.139,4.128,30.271,33.035
412,24,24,24,18.383,0.027,26.17,3.862,30.036,33.294
413,24,24,24,20.611,0.026,25.804,3.961,29.768,33.593
414,25,25,25,18.691,0.026,25.891,4.046,29.941,33.399
415,26,26,26,18.931,0.031,27.358,4.183,31.546,31.7
416,26,26,26,18.296,0.028,25.85,4.177,30.032,33.298
417,27,27,27,18.992,0.027,28.146,4.567,32.717,30.565
418,27,27,27,18.593,0.026,26.079,4.417,30.5,32.787
419,26,26,26,18.729,0.026,26.125,4.3,30.429,32.863
420,25,25,25,20.376,0.028,26.226,4.076,30.305,32.998
421,27,27,27,18.6,0.026,25.693,4.438,30.134,33.185
422,27,27,27,18.569,0.026,25.667,4.456,30.127,33.193
423,27,27,27,18.696,0.026,26.004,4.593,30.6,32.679
