frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
308,22,22,22,14.361,0.021,20.689,2.436,23.128,43.237
309,21,21,21,14.62,0.021,21.056,2.412,23.471,42.606
310,23,23,23,14.412,0.021,22.024,2.695,24.723,40.448
311,22,22,22,14.411,0.023,21.173,2.498,23.674,42.24
312,22,22,22,16.339,0.022,21.228,2.448,23.68,42.23
313,21,21,21,14.324,0.022,21.171,2.451,23.626,42.327
314,21,21,21,14.408,0.022,20.85,2.541,23.394,42.745
315,20,20,20,15.853,0.024,21.399,2.348,23.751,42.104
316,19,19,19,14.519,0.021,20.743,2.351,23.098,43.295
317,20,20,20,14.484,0.02,20.635,2.239,22.877,43.712
318,19,19,19,15.451,0.022,20.902,2.263,23.169,43.161
319,18,18,18,14.402,0.021,21.479,2.118,23.6,42.372
320,20,20,20,14.47,0.021,20.977,2.31,23.291,42.935
321,18,18,18,14.696,0.021,21.054,2.097,23.154,43.19
322,19,19,19,14.302,0.021,21.078,2.134,23.216,43.075
323,20,20,20,14.436,0.022,20.874,2.236,23.114,43.264
324,20,20,20,15.446,0.021,21.087,2.332,23.423,42.693
325,22,22,22,15.287,0.023,21.893,2.459,24.356,41.058
326,21,21,21,14.436,0.019,21.376,2.416,23.795,42.026
327,22,22,22,14.828,0.022,21.68,2.384,24.068,41.549
328,20,20,20,14.457,0.023,21.812,2.194,24.009,41.65
329,19,19,19,15.344,0.021,21.755,2.264,24.022,41.628
330,18,18,18,14.667,0.023,22.255,1.946,24.205,41.315
331,18,18,18,14.412,0.026,23.46,2.13,25.593,39.073
332,18,18,18,15.544,0.021,21.221,2.15,23.375,42.781
333,19,19,19,14.791,0.022,20.605,2.294,22.902,43.664
334,18,18,18,14.454,0.022,21.081,2.105,23.19,43.122
335,19,19,19,14.544,0.022,20.862,2.231,23.097,43.296
336,19,19,19,15.341,0.022,20.945,2.299,23.248,43.015
337,19,19,19,15.4,0.022,21.298,2.175,23.477,42.596
338,19,19,19,14.362,0.021,20.629,2.159,22.791,43.878
339,20,20,20,15.411,0.025,21.147,2.213,23.363,42.802
340,18,18,18,14.424,0.025,21.457,2.074,23.535,42.49
341,19,19,19,15.303,0.023,21.256,2.211,23.471,42.607
342,21,21,21,14.799,0.024,22.002,2.4,24.424,40.943
343,20,20,20,14.388,0.023,21.408,2.33,23.742,42.12
344,20,20,20,14.74,0.023,20.757,2.338,23.099,43.292
345,20,20,20,14.802,0.024,20.873,2.33,23.207,43.091
346,19,19,19,14.51,0.024,21.257,2.23,23.491,42.569
347,19,19,19,14.55,0.022,20.653,2.089,22.745,43.966
348,19,19,19,15.545,0.025,20.926,2.245,23.175,43.151
349,19,19,19,14.412,0.024,21.118,2.213,23.334,42.856
350,19,19,19,14.449,0.023,21.544,2.242,23.789,42.036
351,19,19,19,15.443,0.025,23.65,2.051,25.705,38.903
352,18,18,18,14.401,0.028,22.039,1.96,24.003,41.662
353,19,19,19,14.403,0.029,20.774,2.143,22.922,43.626
354,19,19,19,15.53,0.023,21.438,2.178,23.619,42.338
355,19,19,19,14.406,0.022,25.986,2.229,28.218,35.439
356,19,19,19,14.414,0.023,21.34,2.275,23.619,42.339
357,20,20,20,14.847,0.022,21.522,2.29,23.816,41.989
358,20,20,20,14.394,0.027,21.278,2.224,23.506,42.543
359,20,20,20,15.566,0.022,20.894,2.337,23.235,43.039
360,19,19,19,14.621,0.022,21.146,2.195,23.344,42.837
361,18,18,18,14.513,0.023,21.323,2.022,23.348,42.83
362,18,18,18,14.634,0.021,20.818,2.085,22.907,43.656
363,16,16,16,15.665,0.021,20.561,1.828,22.392,44.658
364,17,17,17,14.429,0.026,20.404,1.869,22.277,44.889
365,17,17,17,14.51,0.023,20.747,2.129,22.88,43.707
366,18,18,18,15.539,0.022,20.614,2.082,22.699,44.055
367,18,18,18,14.363,0.022,21.95,2.162,24.115,41.468
368,18,18,18,14.389,0.021,21.814,2.272,24.09,41.512
369,19,19,19,15.231,0.022,21.365,2.256,23.625,42.329
370,20,20,20,14.347,0.021,21.87,2.36,24.234,41.264
371,22,22,22,14.421,0.021,21.741,2.488,24.232,41.267
372,21,21,21,14.619,0.022,21.482,2.476,23.961,41.734
373,18,18,18,15.447,0.02,21.047,2.259,23.309,42.903
374,18,18,18,15.287,0.021,21.007,2.065,23.076,43.336
375,20,20,20,15.7,0.021,22.037,2.243,24.284,41.179
376,19,19,19,15.469,0.022,22.141,2.216,24.361,41.05
377,19,19,19,14.664,0.02,21.843,2.221,24.068,41.55
378,21,21,21,15.343,0.023,21.839,2.407,24.249,41.239
379,22,22,22,14.452,0.022,22.127,3.25,25.38,39.401
380,19,19,19,14.554,0.022,24.651,2.301,26.956,37.097
381,21,21,21,14.615,0.028,22.044,2.392,24.439,40.917
382,24,24,24,14.365,0.024,21.831,2.764,24.599,40.653
383,24,24,24,14.417,0.022,21.669,2.772,24.444,40.909
384,23,23,23,15.531,0.023,21.812,2.512,24.328,41.106
385,24,24,24,16.115,0.022,22.02,2.595,24.618,40.621
386,24,24,24,14.463,0.022,22.282,2.71,24.995,40.009
387,23,23,23,15.89,0.023,22.118,2.586,24.707,40.474
388,23,23,23,14.498,0.021,22.175,2.668,24.847,40.247
389,23,23,23,14.524,0.024,22.154,2.55,24.708,40.473
390,21,21,21,14.759,0.022,21.961,2.454,24.418,40.953
391,23,23,23,15.89,0.021,22.139,3.092,25.235,39.627
392,24,24,24,15.603,0.022,22.412,2.862,25.278,39.561
393,25,25,25,15.692,0.018,22.421,2.755,25.18,39.715
394,23,23,23,14.787,0.02,24.725,2.763,27.492,36.374
395,24,24,24,14.455,0.021,22.13,2.604,24.737,40.426
396,22,22,22,15.642,0.021,22.018,2.553,24.574,40.693
397,23,23,23,14.55,0.024,22.316,2.694,25.014,39.978
398,22,22,22,15.611,0.023,21.934,2.546,24.483,40.845
399,23,23,23,15.766,0.025,22.581,2.596,25.18,39.714
400,27,27,27,14.549,0.022,22.893,3.107,26.004,38.456
401,23,23,23,14.445,0.022,24.635,4.36,28.999,34.483
402,24,24,24,15.557,0.026,24.062,2.691,26.756,37.375
403,21,21,21,14.704,0.022,22.228,2.356,24.588,40.67
404,21,21,21,14.73,0.023,25.996,2.251,28.25,35.399
405,25,25,25,14.716,0.027,22.791,2.643,25.437,39.312
406,23,23,23,14.604,0.025,22.413,2.519,24.935,40.104
407,23,23,23,14.644,0.02,22.116,2.611,24.731,40.435
408,24,24,24,14.828,0.025,22.461,2.597,25.061,39.903
409,23,23,23,14.516,0.02,22.388,2.519,24.91,40.145
410,22,22,22,14.47,0.02,22.24,2.54,24.784,40.349
411,23,23,23,15.684,0.02,21.882,2.582,24.467,40.872
412,21,21,21,14.501,0.022,22.325,2.41,24.738,40.423
413,21,21,21,15.803,0.022,21.549,2.38,23.932,41.785
414,22,22,22,14.755,0.023,21.649,2.476,24.128,41.446
415,24,24,24,15.561,0.02,22.605,2.665,25.273,39.567
416,23,23,23,14.476,0.025,21.75,2.63,24.383,41.012
417,24,24,24,15.907,0.022,22.219,2.721,24.944,40.09
418,24,24,24,14.536,0.023,21.997,2.796,24.795,40.33
419,23,23,23,14.514,0.02,22.035,2.648,24.687,40.507
420,22,22,22,14.879,0.021,21.998,2.461,24.463,40.879
421,24,24,24,14.592,0.02,21.761,2.634,24.4,40.984
422,24,24,24,15.877,0.022,22.005,2.556,24.564,40.71
423,24,24,24,15.53,0.021,22.406,2.735,25.144,39.771
424,24,24,24,14.543,0.022,22.161,2.775,24.94,40.096
425,23,23,23,14.639,0.019,21.973,2.683,24.659,40.554
